policy_number,effective_date,expiration_date,state,county,zip,occupancy,construction,foundation,roof_type,roof_condition,year_built,stories,square_feet,protection_class,alarm_type,flood_zone,distance_to_coast_mi,wildfire_score_0_100,hail_score_0_100,hurricane_score_0_100,crime_index_0_100,prior_claims_5yr,covA_dwelling,covB_other_structures,covC_personal_property,covD_loss_of_use,deductible_all_peril,water_backup_limit,ordinance_or_law_pct,written_premium_total,premium_fire,premium_wind,premium_hail,premium_water,premium_theft_liability,expected_loss,expected_loss_ratio,expense_ratio,target_profit_ratio,indicated_premium,uw_tier
HO2026000500,2023-03-16,2024-03-10,VA,Wayne,68950,TenantOccupied,Superior,Crawlspace,Metal,Poor,2004,1,3920,4,Fire,VE,51.1,33,39,29,48,0,793000,78000,420000,170000,5000,0,10,2801.74,1136.17,819.51,462.29,560.35,0.0,2074.33,0.74,0.296,0.057,3205.93,Standard
HO2026000501,2022-01-15,2023-01-10,TN,Jefferson,94708,SecondarySeasonal,Superior,Basement,Metal,Good,1991,2,1107,7,None,AE,56.7,47,23,16,39,0,191000,27000,140000,51000,1000,0,10,628.8,303.53,163.49,86.98,125.76,0.0,343.77,0.547,0.292,0.041,515.43,Preferred
HO2026000502,2025-12-12,2026-12-07,NJ,Jefferson,75141,TenantOccupied,Masonry,Piers,Metal,New,1967,2,2898,1,None,X,32.9,66,15,6,59,0,419000,51000,294000,74000,5000,5000,10,1535.5,675.44,360.84,191.94,184.26,123.02,839.17,0.547,0.257,0.066,1239.14,Preferred
HO2026000503,2023-05-21,2023-11-17,FL,Cleveland,39423,SecondarySeasonal,Frame,Crawlspace,FlatMembrane,Poor,1950,1,1829,2,None,X,7.2,28,57,9,10,0,452000,43000,279000,94000,5000,10000,10,4745.58,1685.69,1150.8,925.39,569.47,414.23,2252.57,0.475,0.234,0.038,3090.86,Preferred
HO2026000504,2021-04-06,2022-04-01,VA,Lincoln,24560,Vacant,Frame,Crawlspace,Metal,Poor,1998,1,1768,4,Burglar,AE,18.8,8,13,5,38,0,251000,20000,150000,45000,5000,10000,25,1018.11,389.37,236.71,123.87,203.62,64.54,692.53,0.68,0.212,0.053,942.19,Standard
HO2026000505,2021-01-27,2022-01-22,FL,Franklin,84751,Vacant,Frame,Piers,Tile,Good,2012,1,1679,7,BurglarAndFire,X,15.1,41,39,0,30,0,303000,38000,214000,82000,5000,5000,10,2319.54,1035.46,510.3,382.72,278.34,112.71,1553.02,0.67,0.294,0.068,2434.32,Preferred
HO2026000506,2022-05-07,2023-05-02,GA,Jackson,22658,SecondarySeasonal,Masonry,Crawlspace,Metal,Fair,1958,2,1177,8,BurglarAndFire,X,2.5,21,20,27,48,0,213000,31000,97000,41000,2000,10000,10,1744.78,608.64,501.63,232.64,209.37,192.51,1228.99,0.704,0.4,0.089,2405.4,Preferred
HO2026000507,2023-05-16,2024-05-10,CA,Jefferson,56458,TenantOccupied,Frame,Piers,Tile,Fair,1973,2,1558,1,Burglar,AE,12.0,19,41,3,46,0,303000,40000,201000,75000,5000,10000,10,2053.33,991.97,467.13,345.64,410.67,0.0,1206.39,0.588,0.259,0.095,1866.19,Preferred
HO2026000508,2023-03-10,2024-03-04,GA,Madison,19943,TenantOccupied,Frame,Crawlspace,WoodShake,Poor,1969,1,2854,10,Fire,X,,18,41,76,44,0,472000,56000,311000,74000,5000,0,10,5789.99,2348.84,2373.89,974.65,694.8,0.0,3281.0,0.567,0.295,0.071,5173.29,Standard
HO2026000509,2026-01-14,2027-01-09,TX,Grant,17709,SecondarySeasonal,MobileHome,Slab,Metal,Good,2017,2,2742,6,Burglar,X,6.0,30,13,66,65,0,366000,39000,171000,91000,2500,25000,10,2471.39,972.28,951.49,300.69,296.57,0.0,1725.78,0.698,0.333,0.082,2951.59,Preferred
HO2026000510,2023-12-02,2024-11-26,CO,Washington,43138,OwnerOccupied,Superior,Basement,Tile,New,1993,1,2170,7,Fire,X,60.7,56,63,26,32,0,452000,57000,237000,121000,2000,0,10,1497.94,650.19,426.91,307.08,179.75,0.0,990.64,0.661,0.334,0.039,1580.39,Preferred
HO2026000511,2024-09-03,2025-03-02,MI,Marion,42698,Vacant,Frame,Basement,Tile,Fair,2000,2,2165,4,BurglarAndFire,AE,40.3,11,57,35,66,0,463000,58000,288000,109000,5000,0,50,1802.34,900.23,554.22,351.46,360.47,0.0,1468.48,0.815,0.348,0.055,2461.45,Standard
HO2026000512,2025-01-15,2026-01-10,MI,Lincoln,13188,SecondarySeasonal,MobileHome,Slab,Tile,Poor,1944,1,3227,4,Fire,AE,22.3,33,16,24,46,0,288000,27000,180000,47000,5000,5000,25,1871.76,720.79,524.09,237.09,374.35,15.44,1707.32,0.912,0.268,0.053,2512.7,Standard
HO2026000513,2024-12-26,2025-12-21,NC,Lincoln,66236,Vacant,Frame,Piers,Tile,New,1984,1,1564,5,BurglarAndFire,AE,33.4,33,19,85,63,0,273000,29000,151000,42000,2500,0,25,1818.12,539.36,786.34,239.39,363.62,0.0,1250.17,0.688,0.325,0.089,2131.34,NonStandard
HO2026000514,2022-09-19,2023-09-14,OH,Monroe,64714,TenantOccupied,Frame,Slab,Tile,Poor,2001,1,1632,7,Fire,VE,96.5,42,37,17,51,0,292000,24000,150000,58000,1000,10000,25,1152.63,477.85,302.57,186.34,230.53,0.0,975.16,0.846,0.222,0.073,1383.12,Standard
HO2026000515,2021-01-27,2022-01-22,PA,Marion,82159,OwnerOccupied,MobileHome,Slab,AsphaltShingle,Fair,1955,2,3093,9,None,AE,11.4,31,43,9,52,0,308000,29000,148000,84000,1000,0,50,1733.56,850.03,420.39,297.6,346.71,0.0,1038.18,0.599,0.314,0.07,1682.72,Standard
HO2026000516,2025-12-15,2026-12-10,MA,Lincoln,64394,Vacant,Masonry,Basement,Metal,New,1977,2,2299,2,BurglarAndFire,VE,30.6,26,50,11,63,1,419000,62000,149000,101000,1000,0,25,1874.2,924.67,463.86,343.6,374.84,0.0,1279.48,0.683,0.308,0.032,1938.49,Standard
HO2026000517,2022-11-23,2023-11-18,TX,Union,57900,TenantOccupied,Frame,Crawlspace,AsphaltShingle,Poor,1960,1,2403,7,Burglar,VE,4.8,22,32,13,70,0,348000,52000,179000,80000,1000,0,10,3909.52,1610.55,987.15,599.46,781.9,0.0,2972.71,0.76,0.241,0.073,4332.07,Standard
HO2026000518,2022-03-16,2023-03-11,NC,Jefferson,99064,OwnerOccupied,Superior,Basement,WoodShake,Good,1945,2,1906,4,Fire,AE,43.8,39,38,87,63,0,355000,53000,179000,80000,2000,0,10,2714.98,1303.92,1187.8,443.45,543.0,0.0,2015.29,0.742,0.326,0.073,3350.01,Standard
HO2026000519,2024-06-05,2024-12-02,NY,Grant,84283,OwnerOccupied,Masonry,Crawlspace,WoodShake,New,2025,1,2665,5,Fire,X,27.7,36,54,4,30,0,419000,54000,295000,122000,1000,0,10,1014.57,406.76,233.35,192.77,121.75,59.94,772.18,0.761,0.379,0.04,1328.59,Preferred
HO2026000520,2021-03-21,2022-03-16,VA,Wayne,12481,OwnerOccupied,Superior,Crawlspace,WoodShake,New,2006,1,2443,10,BurglarAndFire,X,25.8,49,14,1,23,0,490000,64000,322000,96000,2000,0,25,1445.97,511.22,321.73,178.34,173.52,261.17,1153.25,0.798,0.23,0.034,1568.49,Preferred
HO2026000521,2023-02-10,2023-08-09,OR,Greene,53113,Vacant,Superior,Basement,WoodShake,New,2019,1,3176,5,Burglar,AE,3.3,13,35,44,51,1,731000,109000,531000,147000,1000,0,50,4076.19,1805.89,1345.14,645.4,815.24,0.0,2177.36,0.534,0.287,0.089,3493.7,Standard
HO2026000522,2021-05-24,2022-05-19,NC,Jackson,14708,SecondarySeasonal,Superior,Piers,FlatMembrane,Poor,2025,2,2593,7,Burglar,VE,11.3,52,47,77,58,0,574000,63000,267000,157000,2500,0,10,4125.22,1650.47,1701.65,735.66,825.04,0.0,2810.8,0.681,0.245,0.084,4187.92,NonStandard
HO2026000523,2023-03-16,2024-03-10,OR,Lake,44248,SecondarySeasonal,MobileHome,Slab,Tile,New,1972,1,3303,6,None,X,26.5,83,6,13,50,0,439000,43000,266000,128000,1000,5000,10,3245.14,1215.58,819.4,356.97,389.42,463.78,1328.6,0.409,0.323,0.069,2185.23,Preferred
HO2026000524,2021-10-21,2022-10-16,NJ,Franklin,68598,Vacant,MobileHome,Slab,Metal,Poor,1989,2,2409,1,None,X,28.9,7,37,21,23,0,345000,43000,155000,88000,1000,0,25,2021.49,713.12,550.86,326.81,242.58,188.12,1400.49,0.693,0.272,0.076,2147.67,Standard
HO2026000525,2025-03-17,2026-03-12,GA,Grant,51411,SecondarySeasonal,Masonry,Slab,Metal,New,1944,1,1908,6,BurglarAndFire,VE,17.3,5,40,0,27,0,314000,40000,167000,72000,2500,25000,10,1787.97,714.94,393.35,298.0,357.59,24.09,1278.29,0.715,0.252,0.077,1903.71,Preferred
HO2026000526,2022-08-06,2023-08-01,NC,Grant,95316,SecondarySeasonal,MobileHome,Basement,FlatMembrane,Good,1996,1,1688,7,Fire,AE,14.6,52,16,66,30,0,212000,31000,141000,39000,2000,25000,50,2072.92,979.27,798.07,262.57,414.58,0.0,1650.8,0.796,0.22,0.09,2394.28,Standard
HO2026000527,2022-09-12,2023-09-07,IL,Marion,50139,Vacant,Superior,Piers,AsphaltShingle,Poor,1949,1,2130,9,Burglar,AE,63.9,16,19,31,39,0,633000,60000,298000,144000,1000,5000,10,4870.84,1703.94,1449.07,641.33,974.17,102.33,3196.23,0.656,0.269,0.078,4895.52,Standard
HO2026000528,2025-08-22,2026-08-17,TN,Greene,28747,TenantOccupied,Superior,Piers,Tile,Fair,1956,1,3150,5,Fire,VE,155.2,18,46,12,26,0,542000,79000,225000,148000,1000,5000,25,2281.58,925.12,570.4,403.08,456.32,0.0,1757.6,0.77,0.18,0.083,2386.09,Preferred
HO2026000529,2021-11-14,2022-11-09,GA,Marion,57753,SecondarySeasonal,Frame,Piers,AsphaltShingle,Good,2023,1,2654,4,Fire,AE,140.8,55,8,17,63,0,428000,43000,217000,69000,2000,10000,10,2164.02,1015.02,568.05,245.26,432.8,0.0,1672.8,0.773,0.296,0.079,2672.97,Preferred
HO2026000530,2025-11-29,2026-11-24,OR,Clay,27938,OwnerOccupied,MobileHome,Basement,FlatMembrane,Good,2021,1,2007,8,Fire,VE,42.0,27,30,8,40,0,214000,28000,150000,41000,2000,5000,10,1256.21,569.76,301.49,188.43,251.24,0.0,860.72,0.685,0.256,0.077,1288.8,Preferred
HO2026000531,2025-12-19,2026-06-17,VA,Franklin,81273,OwnerOccupied,Frame,Basement,WoodShake,New,1950,1,3875,2,Fire,X,19.9,1,46,0,10,0,818000,112000,369000,231000,5000,0,10,2815.73,703.93,619.46,497.45,337.89,657.0,1458.27,0.518,0.271,0.047,2140.21,Preferred
HO2026000532,2024-01-27,2025-01-21,NY,Cleveland,36727,Vacant,Superior,Slab,AsphaltShingle,Good,2020,2,1088,7,None,VE,15.8,15,22,25,33,0,183000,15000,66000,31000,2000,5000,10,898.14,321.75,253.72,122.75,179.63,20.29,666.96,0.743,0.277,0.025,955.15,Standard
HO2026000533,2022-12-19,2023-12-14,OH,Benton,90500,SecondarySeasonal,Superior,Basement,Metal,Good,1994,1,839,10,Burglar,AE,41.2,36,30,18,53,0,179000,16000,62000,45000,2500,10000,10,655.96,223.69,173.83,98.39,131.19,28.86,348.89,0.532,0.315,0.077,574.04,Preferred
HO2026000534,2023-09-17,2024-09-11,VA,Lake,22692,SecondarySeasonal,Frame,Crawlspace,Tile,New,2012,1,600,10,Fire,AE,24.2,36,54,21,54,0,130000,15000,91000,36000,1000,0,25,611.31,213.22,166.58,116.15,122.26,0.0,480.92,0.787,0.341,0.069,815.94,Standard
HO2026000535,2022-07-23,2023-01-19,NC,Marion,56114,Vacant,MobileHome,Crawlspace,AsphaltShingle,Good,1997,1,2681,10,BurglarAndFire,X,3.5,24,39,49,29,0,462000,68000,345000,74000,2500,0,10,4186.32,1516.95,1433.82,690.74,502.36,42.46,3586.14,0.857,0.232,0.037,4910.32,Standard
HO2026000536,2021-04-25,2022-04-20,WA,Lincoln,47184,Vacant,Superior,Piers,Tile,New,2022,1,2109,5,BurglarAndFire,AE,33.8,45,35,0,55,0,541000,69000,283000,114000,5000,10000,25,1808.09,609.96,397.78,286.28,361.62,152.45,867.32,0.48,0.18,0.057,1137.19,Standard
HO2026000537,2024-01-26,2025-01-20,NY,Jackson,99895,Vacant,Superior,Crawlspace,AsphaltShingle,Fair,1994,1,3176,5,None,X,29.2,55,63,13,44,0,665000,81000,480000,177000,2500,0,10,3111.17,1623.87,785.57,637.79,373.34,0.0,1785.56,0.574,0.244,0.051,2532.1,Standard
HO2026000538,2022-10-18,2023-10-13,CO,Lincoln,14553,SecondarySeasonal,Masonry,Piers,Tile,Fair,2019,1,1404,4,Burglar,VE,20.6,47,57,9,58,0,276000,31000,131000,42000,2000,25000,10,1313.64,569.62,318.56,256.16,262.73,0.0,916.01,0.697,0.296,0.069,1443.06,Preferred
HO2026000539,2023-10-12,2024-10-06,TN,Lake,78715,OwnerOccupied,Masonry,Slab,Tile,Good,1996,1,2734,3,Fire,AE,18.6,31,45,0,51,0,473000,53000,351000,76000,1000,0,25,1244.88,405.35,273.87,217.85,248.98,98.83,707.98,0.569,0.312,0.068,1141.76,Preferred
HO2026000540,2026-02-14,2027-02-09,TN,Wayne,53597,TenantOccupied,Superior,Basement,WoodShake,Fair,1977,1,3964,5,Burglar,AE,12.0,40,76,13,45,0,971000,119000,526000,249000,1000,0,50,5050.2,2430.98,1275.18,1111.04,1010.04,0.0,2131.24,0.422,0.307,0.047,3301.98,Standard
HO2026000541,2025-02-18,2026-02-13,LA,Jackson,44038,SecondarySeasonal,Frame,Slab,Metal,New,1950,1,2405,5,None,AE,17.4,38,42,16,46,0,270000,25000,145000,44000,2500,0,50,2240.84,1094.76,582.62,380.94,448.17,0.0,1720.61,0.768,0.346,0.066,2926.66,Preferred
HO2026000542,2022-11-12,2023-11-07,MA,Monroe,85728,Vacant,MobileHome,Crawlspace,Metal,Fair,1971,2,2711,5,None,VE,8.7,57,39,17,14,0,404000,38000,298000,117000,2500,0,25,3250.95,1572.68,853.38,536.41,650.19,0.0,2090.3,0.643,0.233,0.061,2963.02,Standard
HO2026000543,2024-09-12,2025-03-11,PA,Union,16741,Vacant,MobileHome,Basement,FlatMembrane,Fair,1949,1,2079,3,BurglarAndFire,X,21.1,42,0,8,58,0,243000,32000,96000,58000,2000,5000,10,2001.21,677.6,480.29,200.12,240.14,403.05,1206.33,0.603,0.258,0.032,1698.6,Preferred
HO2026000544,2021-12-12,2022-12-07,TN,Marion,77930,OwnerOccupied,Masonry,Piers,AsphaltShingle,Poor,1974,1,600,5,Fire,X,6.5,15,56,36,69,0,71000,10000,51000,15000,1000,0,10,450.0,223.8,139.5,87.0,54.0,0.0,301.53,0.67,0.284,0.065,462.9,Preferred
HO2026000545,2024-10-08,2025-10-03,GA,Greene,73713,OwnerOccupied,Superior,Basement,FlatMembrane,Fair,2002,2,2466,1,Fire,VE,46.9,30,35,96,42,0,575000,58000,213000,93000,2000,0,10,2489.51,1415.36,1120.28,394.17,497.9,0.0,1344.3,0.54,0.284,0.063,2056.12,Standard
HO2026000546,2021-05-24,2022-05-19,NC,Madison,71979,TenantOccupied,MobileHome,Basement,Tile,New,1951,1,2202,4,Fire,VE,11.8,64,30,100,38,0,174000,25000,80000,26000,5000,0,25,1412.02,484.47,635.41,211.8,282.4,0.0,797.91,0.565,0.301,0.034,1200.68,Standard
HO2026000547,2022-07-01,2023-06-26,CO,Lincoln,83207,TenantOccupied,Frame,Basement,WoodShake,New,1951,1,2502,3,Burglar,X,9.1,17,100,9,39,0,557000,76000,227000,118000,2000,0,25,3939.44,2191.16,955.32,866.68,472.73,0.0,2174.3,0.552,0.297,0.064,3406.76,Preferred
HO2026000548,2024-05-04,2025-04-29,TX,Clay,66016,TenantOccupied,Masonry,Basement,AsphaltShingle,New,1983,2,3097,10,Burglar,X,19.4,35,72,0,47,0,388000,48000,212000,88000,10000,10000,50,1899.3,794.96,417.85,417.85,227.92,40.73,1098.19,0.578,0.229,0.031,1483.71,Preferred
HO2026000549,2023-08-28,2024-08-22,FL,Lincoln,23817,Vacant,Superior,Slab,WoodShake,Fair,1952,2,1693,8,BurglarAndFire,X,16.9,4,34,0,38,0,327000,30000,217000,94000,5000,0,25,3018.87,1083.22,664.15,472.96,362.26,436.28,1490.75,0.494,0.293,0.096,2441.76,Preferred
HO2026000550,2025-11-05,2026-10-31,CA,Madison,19255,OwnerOccupied,Superior,Basement,WoodShake,Poor,1977,2,2974,3,Fire,AE,8.5,52,20,13,68,0,635000,87000,248000,145000,2500,5000,25,3750.58,1550.43,947.02,500.08,750.12,2.93,2808.45,0.749,0.244,0.031,3872.58,Standard
HO2026000551,2022-11-11,2023-11-06,PA,Jackson,54272,SecondarySeasonal,Superior,Slab,Metal,Fair,1982,1,1924,7,Burglar,AE,33.5,46,29,52,44,0,435000,60000,307000,114000,1000,5000,10,1919.85,982.05,671.95,284.78,383.97,0.0,1054.4,0.549,0.319,0.063,1707.43,Standard
HO2026000552,2025-04-13,2026-04-08,AZ,Monroe,75234,TenantOccupied,Superior,Basement,AsphaltShingle,New,1984,1,1004,1,None,VE,5.4,62,54,12,29,0,228000,30000,101000,56000,2000,10000,25,918.31,450.07,229.58,174.48,183.66,0.0,489.44,0.533,0.32,0.03,753.15,Preferred
HO2026000553,2023-01-19,2024-01-14,OH,Jefferson,84162,SecondarySeasonal,Superior,Piers,Metal,Poor,2012,1,3034,9,None,AE,35.1,20,31,18,32,0,616000,87000,255000,175000,2500,0,10,2412.12,893.34,639.21,365.84,482.42,31.31,1525.9,0.633,0.255,0.061,2229.82,Standard
HO2026000554,2022-04-30,2023-04-25,CA,Clay,88546,TenantOccupied,MobileHome,Crawlspace,Tile,Good,1996,2,2329,5,BurglarAndFire,X,5.7,68,39,23,42,0,299000,26000,123000,63000,5000,0,25,1716.11,662.35,476.22,283.16,205.93,88.45,1091.81,0.636,0.223,0.046,1493.83,Preferred
HO2026000555,2022-12-21,2023-12-16,SC,Jefferson,81425,SecondarySeasonal,Superior,Basement,Metal,Fair,1944,2,2550,10,Burglar,AE,8.0,35,34,49,31,0,631000,77000,275000,98000,2500,25000,10,6294.94,3063.53,2156.02,986.21,1258.99,0.0,3174.95,0.504,0.384,0.063,5738.93,Standard
HO2026000556,2025-10-19,2026-10-14,CA,Washington,23058,OwnerOccupied,Superior,Slab,Tile,New,1977,2,3372,4,Burglar,VE,8.0,25,44,20,45,0,546000,61000,272000,118000,5000,10000,10,2476.36,1362.45,668.62,429.24,495.27,0.0,2112.62,0.853,0.313,0.055,3338.5,Preferred
HO2026000557,2024-09-13,2025-09-08,IL,Madison,52632,OwnerOccupied,Superior,Piers,Tile,Fair,2013,1,1173,8,Burglar,AE,146.7,27,50,2,54,0,204000,19000,151000,59000,5000,0,50,724.32,320.05,162.97,132.79,144.86,0.0,450.54,0.622,0.3,0.068,712.68,Preferred
HO2026000558,2022-12-07,2023-12-02,WA,Wayne,47277,TenantOccupied,MobileHome,Basement,WoodShake,Good,1973,1,2046,7,Burglar,AE,5.4,40,50,7,58,0,269000,39000,190000,43000,10000,5000,25,2253.06,843.08,535.1,413.06,450.61,11.21,1570.18,0.697,0.233,0.08,2285.34,Preferred
HO2026000559,2023-09-13,2024-09-07,MA,Lincoln,42238,Vacant,Frame,Crawlspace,AsphaltShingle,New,1988,1,2182,7,Fire,VE,21.6,11,36,8,34,0,424000,62000,234000,75000,5000,0,10,2384.63,1049.67,572.31,381.54,476.93,0.0,1404.72,0.589,0.18,0.067,1866.38,Standard
HO2026000560,2024-12-19,2025-12-14,NC,Marion,72405,OwnerOccupied,MobileHome,Piers,AsphaltShingle,Poor,2004,1,1618,6,Fire,X,,38,4,0,37,1,187000,19000,121000,55000,1000,0,10,1347.79,548.83,296.51,143.76,161.73,196.94,825.86,0.613,0.286,0.068,1278.36,Preferred
HO2026000561,2021-01-02,2021-12-28,OH,Lake,81856,TenantOccupied,MobileHome,Piers,WoodShake,Poor,1952,2,1292,5,BurglarAndFire,AE,40.6,15,17,42,52,0,166000,16000,77000,33000,1000,0,50,1431.87,516.59,465.36,183.76,286.37,0.0,954.29,0.666,0.221,0.053,1314.58,Standard
HO2026000562,2024-04-01,2025-03-27,GA,Cleveland,15896,OwnerOccupied,Masonry,Crawlspace,FlatMembrane,New,2019,2,2733,7,None,AE,12.9,56,27,62,25,0,273000,36000,129000,62000,5000,0,25,1245.18,491.2,466.94,180.55,249.04,0.0,941.93,0.756,0.259,0.083,1430.43,Standard
HO2026000563,2025-07-28,2026-01-24,OH,Clay,88698,OwnerOccupied,Frame,Basement,WoodShake,Good,1963,1,940,8,Fire,VE,103.4,41,26,11,24,0,189000,27000,91000,48000,2000,0,10,826.98,360.79,204.68,118.53,165.4,0.0,627.78,0.759,0.33,0.041,998.19,Preferred
HO2026000564,2023-10-27,2024-10-21,MA,Benton,72183,Vacant,MobileHome,Basement,AsphaltShingle,New,1950,2,3299,5,Burglar,VE,28.7,22,57,0,38,0,423000,44000,316000,95000,2000,0,10,3452.8,1704.3,759.62,673.3,690.56,0.0,3112.73,0.902,0.315,0.051,4910.76,Standard
HO2026000565,2021-03-29,2021-09-25,MA,Madison,89814,SecondarySeasonal,Masonry,Piers,Tile,Poor,1942,2,2674,7,BurglarAndFire,AE,47.4,39,63,18,47,0,347000,29000,197000,80000,1000,5000,10,2274.18,835.02,602.66,466.21,454.84,0.0,845.98,0.372,0.29,0.067,1317.27,Standard
HO2026000566,2022-10-16,2023-10-11,GA,Jackson,89476,TenantOccupied,Frame,Basement,Metal,Poor,2008,1,2865,7,Burglar,VE,22.9,64,36,29,60,0,412000,47000,196000,112000,1000,5000,10,3518.67,1634.09,1029.21,562.99,703.73,0.0,1809.74,0.514,0.267,0.08,2767.38,Standard
HO2026000567,2024-03-04,2025-02-27,AZ,Franklin,65871,OwnerOccupied,Superior,Slab,Tile,New,1992,1,2386,1,None,X,6.4,85,41,46,22,0,619000,63000,236000,105000,2000,0,25,1801.07,977.26,603.36,303.18,216.13,0.0,1405.7,0.78,0.359,0.078,2497.11,Preferred
HO2026000568,2024-09-11,2025-09-06,SC,Benton,10930,OwnerOccupied,Masonry,Slab,AsphaltShingle,New,1980,1,2316,7,None,VE,64.5,17,57,41,36,0,379000,40000,183000,58000,1000,0,10,1590.39,695.23,512.9,310.13,318.08,0.0,994.41,0.625,0.253,0.068,1464.11,Preferred
HO2026000569,2024-09-11,2025-09-06,IL,Lincoln,19373,OwnerOccupied,Masonry,Slab,FlatMembrane,Good,2015,2,1147,6,Fire,AE,54.7,51,60,16,40,0,250000,35000,180000,63000,1000,0,25,737.09,401.23,191.64,147.42,147.42,0.0,439.54,0.596,0.21,0.026,575.22,Preferred
HO2026000570,2024-04-17,2025-04-12,VA,Monroe,59414,Vacant,Frame,Basement,Metal,Good,1958,2,2425,5,Burglar,X,27.6,59,40,47,49,0,433000,62000,260000,105000,1000,0,25,2911.76,1120.14,982.72,485.29,349.41,0.0,1856.21,0.637,0.28,0.067,2842.21,Standard
HO2026000571,2022-03-09,2023-03-04,CO,Greene,53767,OwnerOccupied,Superior,Crawlspace,FlatMembrane,New,1957,1,2541,10,None,VE,,88,60,0,61,0,513000,73000,183000,123000,1000,10000,10,3553.54,1623.89,781.78,710.71,710.71,0.0,2993.44,0.842,0.239,0.072,4343.26,Standard
HO2026000572,2023-11-29,2024-11-23,TX,Jefferson,10521,OwnerOccupied,Superior,Basement,WoodShake,Good,1988,1,1600,6,Burglar,VE,32.6,57,45,100,33,0,355000,28000,244000,95000,1000,5000,10,2166.36,722.64,974.86,379.11,433.27,0.0,1178.14,0.544,0.346,0.079,2049.7,Standard
HO2026000573,2025-03-24,2026-03-19,FL,Franklin,82103,TenantOccupied,Frame,Piers,WoodShake,Fair,1967,1,2295,6,None,AE,33.8,43,58,71,55,0,454000,51000,162000,107000,5000,0,10,6093.12,2812.94,2422.02,1198.31,1218.62,0.0,5186.94,0.851,0.351,0.079,9098.63,Standard
HO2026000574,2024-07-04,2025-06-29,GA,Grant,68981,OwnerOccupied,Frame,Crawlspace,WoodShake,Good,2019,2,1223,2,Fire,VE,157.9,15,40,22,42,0,217000,18000,146000,40000,10000,5000,25,714.57,266.49,196.51,119.09,142.91,0.0,441.06,0.617,0.4,0.054,808.18,Preferred
HO2026000575,2025-09-21,2026-09-16,PA,Grant,61116,SecondarySeasonal,Masonry,Basement,FlatMembrane,Fair,2019,1,2378,3,None,X,12.3,23,45,20,39,0,439000,52000,285000,114000,2500,5000,25,1878.29,914.25,507.14,328.7,225.39,0.0,1394.53,0.742,0.241,0.031,1915.36,Preferred
HO2026000576,2025-12-10,2026-12-05,TX,Jackson,23162,Vacant,MobileHome,Slab,Tile,Good,1992,1,1910,6,Fire,X,18.0,0,69,83,47,0,249000,26000,169000,54000,2000,5000,10,3156.87,1515.73,1349.56,678.73,378.82,0.0,1922.59,0.609,0.234,0.091,2846.14,Standard
HO2026000577,2021-06-22,2022-06-17,OH,Monroe,89159,OwnerOccupied,MobileHome,Basement,FlatMembrane,Good,1969,2,2087,3,BurglarAndFire,VE,51.8,34,82,15,54,0,234000,31000,132000,40000,2000,5000,10,1152.51,485.48,296.77,253.55,230.5,0.0,742.57,0.644,0.251,0.05,1062.01,Standard
HO2026000578,2021-05-21,2022-05-16,OR,Jackson,19934,SecondarySeasonal,Frame,Basement,FlatMembrane,New,1990,2,3918,5,None,VE,14.9,78,51,23,48,0,699000,97000,247000,169000,2000,10000,10,3700.89,1814.09,1027.0,684.66,740.18,0.0,2450.74,0.662,0.34,0.076,4196.84,Standard
HO2026000579,2021-09-27,2022-09-22,MI,Jefferson,16362,Vacant,MobileHome,Basement,AsphaltShingle,Fair,1960,1,1101,5,BurglarAndFire,X,6.9,15,34,4,44,0,103000,11000,70000,17000,2500,10000,25,700.0,309.8,161.0,109.67,84.0,35.53,508.53,0.726,0.296,0.076,810.24,Preferred
HO2026000580,2021-09-19,2022-09-14,FL,Greene,28170,SecondarySeasonal,Masonry,Piers,FlatMembrane,Poor,1987,2,1511,10,None,VE,6.8,39,39,38,42,0,300000,44000,184000,53000,1000,5000,10,4241.15,1890.36,1335.96,699.79,848.23,0.0,2470.15,0.582,0.223,0.085,3571.74,Standard
HO2026000581,2021-05-22,2022-05-17,TX,Lincoln,50422,SecondarySeasonal,Frame,Piers,Tile,New,1959,1,1589,7,Burglar,X,10.5,28,100,0,53,0,278000,35000,162000,61000,2000,0,25,2173.56,878.83,478.18,478.18,260.83,77.53,1251.9,0.576,0.266,0.038,1799.86,Preferred
HO2026000582,2022-11-26,2023-11-21,WA,Lincoln,70670,TenantOccupied,Frame,Basement,AsphaltShingle,Good,2018,1,2479,6,BurglarAndFire,VE,128.0,39,21,14,34,0,575000,65000,379000,169000,1000,5000,10,1886.44,704.21,481.04,254.67,377.29,69.23,1043.09,0.553,0.272,0.082,1614.58,Preferred
HO2026000583,2025-03-14,2026-03-09,VA,Madison,50857,SecondarySeasonal,Superior,Slab,AsphaltShingle,Good,1963,2,600,7,Fire,X,465.0,38,47,26,10,0,107000,15000,57000,22000,1000,10000,25,450.0,169.6,128.25,80.25,54.0,17.9,332.31,0.738,0.305,0.062,524.66,Preferred
HO2026000584,2023-09-27,2024-09-21,PA,Monroe,68640,TenantOccupied,Masonry,Slab,Metal,Poor,1961,1,1902,4,Burglar,AE,9.3,34,50,24,42,0,437000,62000,195000,67000,2500,10000,10,1920.91,773.92,537.86,352.17,384.18,0.0,1350.29,0.703,0.3,0.076,2166.3,Standard
